Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Khesari,2012,Rabi       ,Madhya Pradesh,47460.0,40246,1049.5,7156968.0,14712.6,0.836206897
Maize,2014,Summer     ,Odisha,2266.0,5918,1536.9,342075.36,747.78,2.085
Sannhamp,2002,Whole Year ,Uttar Pradesh,4001.0,1262,664.0,378774.67,1000.25,0.316666667
Sugarcane,2018,Winter     ,Odisha,6778.0,417672,1635.9,1099391.6,2372.3,57.58454545
Groundnut,2005,Kharif     ,Himachal Pradesh,63.0,34,1248.1,7554.96,13.23,0.6475
Tapioca,2001,Whole Year ,Puducherry,464.0,15540,1434.5875,47388.32,120.64,21.5
Cotton(lint),2018,Rabi       ,Andhra Pradesh,3404.0,8162,1220.5,552128.8,1191.4,2.251666667
Maize,2002,Kharif     ,Uttar Pradesh,755265.0,836410,664.0,71500937.55,188816.25,1.069565217
Turmeric,2014,Whole Year ,Kerala,2470.0,6820,3046.4,372871.2,815.1,2.691428571
Urad,2018,Kharif     ,Punjab,2000.0,1100,585.5,324400.0,700.0,0.7
Groundnut,2007,Kharif     ,Madhya Pradesh,201078.0,186600,740.4,26823805.2,32172.48,0.910212766
Rice,2003,Summer     ,Karnataka,74998.0,292230,867.6,7423302.04,17999.52,3.8768
Coriander,2018,Whole Year ,Madhya Pradesh,279980.0,378236,1102.2,45412756.0,97993.0,1.6896
Cashewnut,2011,Whole Year ,Kerala,54052.21,36743,3035.1,9054826.219,17837.2293,0.381428571
Small millets,2017,Kharif     ,Madhya Pradesh,144070.0,141450,800.0,22682380.8,54746.6,0.942857143
Sesamum,2005,Kharif     ,Uttarakhand,2164.0,547,1353.3,259506.88,454.44,0.248461538
Horse-gram,2017,Rabi       ,Tamil Nadu,53495.0,42261,970.9,8422252.8,20328.1,0.794782609
Urad,2010,Kharif     ,Karnataka,118318.0,42990,1317.7,19653802.98,28396.32,0.362916667
Linseed,1999,Rabi       ,Uttar Pradesh,69214.0,30392,883.4,7345681.82,18687.78,0.43875
Jowar,2004,Kharif     ,West Bengal,1498.0,649,1612.9,162293.32,314.58,0.5175
Mesta,2003,Kharif     ,Bihar,20011.0,138908,1353.9,1980688.78,4802.64,6.455714286
Cotton(lint),2006,Kharif     ,Manipur,210.0,70,1533.561905,26819.1,46.2,0.33
Rapeseed &Mustard,2018,Rabi       ,Andhra Pradesh,4485.0,1545,1220.5,727467.0,1569.75,0.25
Onion,2007,Whole Year ,Madhya Pradesh,41376.0,601524,740.4,5519558.4,6620.16,12.21604167
Other Kharif pulses,2006,Kharif     ,Uttarakhand,12863.0,7757,1178.9,1642733.73,2829.86,0.631818182
Sugarcane,2012,Whole Year ,Mizoram,1323.0,6795,2050.2,199508.4,410.13,6.69125
Bajra,2013,Rabi       ,Andhra Pradesh,2297.0,4256,1062.3,331893.53,620.19,1.78
Sunflower,2002,Kharif     ,Tamil Nadu,7709.0,8908,315.9,729811.03,1927.25,1.075217391
Masoor,2008,Rabi       ,Punjab,1100.0,600,691.3,157344.0,99.0,0.693333333
Banana,1998,Autumn     ,Manipur,1280.0,16460,1855.0,126464.0,371.2,12.72
Sugarcane,2003,Whole Year ,Nagaland,2800.0,128890,1709.8,277144.0,672.0,37.28166667
Moong(Green Gram),2016,Summer     ,West Bengal,46413.0,33159,1795.8,7112792.25,16244.55,0.810526316
Urad,2018,Rabi       ,Andhra Pradesh,295651.0,292412,1220.5,47954592.2,103477.85,0.782307692
Peas & beans (Pulses),2003,Rabi       ,Chhattisgarh,17307.0,6497,1643.7,1713046.86,4153.68,0.34625
Ginger,2004,Kharif     ,Karnataka,11019.0,143455,1117.7,1193798.46,2313.99,12.84
Ginger,2019,Whole Year ,Haryana,74.0,623,351.8,12710.24,27.38,10.345
Ginger,2000,Kharif     ,Bihar,711.0,978,1207.0,69798.87,184.86,1.295714286
Coconut ,2016,Whole Year ,Assam,20041.0,161658000,2296.8,3071283.25,7014.35,8735.670741
Peas & beans (Pulses),2010,Rabi       ,Uttarakhand,6636.0,6785,1419.0,1102305.96,1592.64,0.711538462
Jowar,2010,Kharif     ,Uttar Pradesh,201205.0,207513,742.6,33422162.55,48289.2,1.008813559
Onion,2019,Kharif     ,Karnataka,155401.0,1255733,1422.3,26691675.76,57498.37,8.256153846
Jowar,2007,Kharif     ,Puducherry,3.0,5,1434.5875,400.2,0.48,1.67
Linseed,2006,Rabi       ,Karnataka,12283.0,3759,1146.3,1568661.93,2702.26,0.325384615
Rice,2019,Summer     ,Uttarakhand,17370.0,61915,1378.9,2983471.2,6426.9,3.563333333
Coriander,2014,Whole Year ,Chhattisgarh,2240.0,651,1274.7,338150.4,739.2,0.2684
Small millets,2003,Kharif     ,Odisha,26570.0,11510,1648.2,2629898.6,6376.8,0.435789474
Maize,2017,Rabi       ,Uttar Pradesh,13788.0,41388,652.1,2170782.72,5239.44,2.979298246
Jute,1998,Autumn     ,Manipur,10.0,20,1855.0,988.0,2.9,2.0
Bajra,2019,Kharif     ,Himachal Pradesh,107.0,109,1217.7,18378.32,39.59,1.005
Bajra,2011,Kharif     ,Puducherry,11.0,29,1434.5875,1842.72,3.63,2.64
Other Cereals,2000,Kharif     ,Uttarakhand,5596.0,1587,1413.4,549359.32,1454.96,0.285
Moong(Green Gram),2009,Rabi       ,Karnataka,8958.0,2349,1321.0,1395835.56,1522.86,0.28
Linseed,2000,Rabi       ,Uttar Pradesh,55279.0,19911,874.4,5426739.43,14372.54,0.354259259
Sweet potato,2017,Kharif     ,Puducherry,7.0,35,1582.4,1102.08,2.66,5.0
Groundnut,2004,Rabi       ,Karnataka,155751.0,145766,1117.7,16874063.34,32707.71,1.042692308
Groundnut,2002,Kharif     ,Goa,241.0,348,2516.3,22815.47,60.25,1.44
Linseed,2011,Rabi       ,Maharashtra,31000.0,7760,1174.095455,5193120.0,10230.0,0.236
Gram,2002,Rabi       ,Uttarakhand,954.0,577,1610.3,90315.18,238.5,0.599
Jowar,2013,Summer     ,Puducherry,1.0,2,1083.2,144.49,0.27,2.0
Sugarcane,2003,Whole Year ,Chhattisgarh,5148.0,13290,1643.7,509549.04,1235.52,2.842666667
Other Kharif pulses,2015,Kharif     ,West Bengal,951.0,636,1717.0,150172.41,313.83,0.545714286
Sweet potato,2001,Whole Year ,Chhattisgarh,2402.0,14001,1550.0,245316.26,624.52,5.834375
Barley,2006,Rabi       ,Sikkim,1150.0,1270,2270.2,146866.5,253.0,1.0525
Peas & beans (Pulses),2017,Kharif     ,Arunachal Pradesh,662.0,640,2745.5,104225.28,251.56,0.952631579
Urad,2017,Summer     ,Uttar Pradesh,49460.0,31265,652.1,7786982.4,18794.8,0.670833333
Potato,2013,Whole Year ,Madhya Pradesh,80955.0,1047072,1451.4,11697187.95,21857.85,13.117
Rice,2009,Kharif     ,Manipur,113890.0,265090,992.5,17746339.8,19361.3,1.923333333
Turmeric,2018,Kharif     ,Himachal Pradesh,274.0,170,1052.2,44442.8,95.9,0.688888889
Other Cereals,2011,Kharif     ,Jammu and Kashmir,390.0,199,887.6,65332.8,128.7,0.536666667
Cotton(lint),2010,Kharif     ,Meghalaya,6816.0,5571,3119.7,1132205.76,1635.84,0.823333333
Other  Rabi pulses,2010,Rabi       ,Haryana,102.0,0,639.2,16943.22,24.48,0.0
Potato,2006,Whole Year ,Manipur,2870.0,15010,1533.561905,366527.7,631.4,5.23125
Niger seed,2005,Kharif     ,West Bengal,5033.0,3270,1650.1,603557.36,1056.93,0.45875
Other Kharif pulses,1998,Kharif     ,Bihar,153558.0,96737,1332.5,15171530.4,44531.82,0.621730769
Bajra,2012,Whole Year ,Chhattisgarh,962.0,13320,1366.8,145069.6,298.22,13.29291667
Barley,2010,Rabi       ,Nagaland,460.0,730,1771.8,76410.6,110.4,1.589090909
Jute,2006,Kharif     ,West Bengal,594874.0,8411537,1631.4,75971358.54,130872.28,14.85647059
Sugarcane,2007,Whole Year ,Madhya Pradesh,77120.0,3276720,740.4,10287808.0,12339.2,30.21326087
Turmeric,2005,Kharif     ,Jammu and Kashmir,12.0,12,1721.8,1439.04,2.52,1.005
Wheat,2018,Whole Year ,Kerala,1.4,2,2989.7,227.08,0.49,1.45
Arecanut,2005,Whole Year ,Karnataka,161151.0,1033658,1316.2,19325227.92,33841.71,6.212380952
Cashewnut,2018,Rabi       ,Meghalaya,10466.0,14830,5649.1,1697585.2,3663.1,1.398
Other  Rabi pulses,2011,Rabi       ,Maharashtra,104000.0,43440,1174.095455,17422080.0,34320.0,0.487083333
Masoor,2005,Rabi       ,Uttarakhand,12972.0,6422,1353.3,1555602.24,2724.12,0.475384615
Maize,1999,Kharif     ,Jammu and Kashmir,317324.0,471210,667.1,33677596.12,85677.48,1.288333333
Garlic,2018,Rabi       ,Telangana,86.0,220,1350.3,13949.2,30.1,2.463333333
Potato,2015,Rabi       ,Telangana,2220.0,28466,747.9,350560.2,732.6,13.8
Sesamum,2016,Rabi       ,Puducherry,1.0,1,1391.3,153.25,0.35,1.0
Maize,1998,Kharif     ,Maharashtra,200400.0,400400,1314.8,19799520.0,58116.0,1.952608696
Onion,2009,Kharif     ,Karnataka,174311.0,615452,1321.0,27161140.02,29632.87,4.2968
Maize,1999,Kharif     ,Andhra Pradesh,360070.0,1091197,650.4,38214229.1,97218.9,2.909090909
Moong(Green Gram),2001,Rabi       ,Assam,8206.0,3740,1824.7,838078.78,2133.56,0.44173913
Soyabean,2007,Kharif     ,Uttarakhand,9863.0,13234,1924.3,1315724.2,1578.08,1.133333333
Groundnut,2000,Kharif     ,Puducherry,1175.0,2158,1434.5875,115349.75,305.5,1.62
Other  Rabi pulses,2017,Rabi       ,Andhra Pradesh,10004.0,12174,868.2,1575029.76,3801.52,0.94
Dry chillies,2019,Kharif     ,Jammu and Kashmir,678.0,548,1324.1,116453.28,250.86,0.862727273
Masoor,2015,Rabi       ,Chhattisgarh,16615.0,5516,1136.0,2623674.65,5482.95,0.297826087
Jowar,2007,Kharif     ,Uttar Pradesh,211640.0,172805,672.9,28232776.0,33862.4,0.829666667
Cowpea(Lobia),2018,Rabi       ,Telangana,3925.0,4411,1350.3,636635.0,1373.75,1.134090909
Barley,2015,Rabi       ,Nagaland,530.0,540,1308.3,83692.3,174.9,1.01
Ginger,1998,Kharif     ,Karnataka,3896.0,51169,1260.8,384924.8,1129.84,12.75944444
Jute,2010,Kharif     ,Nagaland,3000.0,5400,1771.8,498330.0,720.0,1.8
Groundnut,2010,Summer     ,Puducherry,79.0,147,1434.5875,13122.69,18.96,1.555
Cotton(lint),2001,Kharif     ,Nagaland,400.0,400,1532.0,40852.0,104.0,0.99125
Garlic,2016,Rabi       ,Jammu and Kashmir,745.0,610,902.8,114171.25,260.75,0.829090909
Masoor,2013,Rabi       ,Meghalaya,1227.0,1283,2448.4,177289.23,331.29,1.37
Oilseeds total,2004,Whole Year ,Arunachal Pradesh,27139.0,26281,2939.5,2940239.26,5699.19,1.044666667
Turmeric,2008,Whole Year ,West Bengal,15216.0,35372,1560.1,2176496.64,1369.44,2.138888889
Safflower,2019,Rabi       ,Odisha,300.0,180,1593.9,51528.0,111.0,0.623333333
Urad,2015,Rabi       ,Karnataka,5240.0,2036,1024.9,827448.4,1729.2,0.362222222
Onion,2002,Whole Year ,Bihar,13589.0,116759,1105.8,1286470.63,3397.25,8.524054054
Barley,2014,Rabi       ,Uttarakhand,21054.0,24800,1287.4,3178311.84,6947.82,1.170769231
Sesamum,2016,Autumn     ,Odisha,3571.0,1027,1460.5,547255.75,1249.85,0.270909091
Rapeseed &Mustard,2008,Rabi       ,Nagaland,26620.0,26620,1540.9,3807724.8,2395.8,0.995454545
Other Kharif pulses,2014,Kharif     ,Chhattisgarh,9957.0,1827,1274.7,1503108.72,3285.81,0.247692308
Tapioca,2015,Rabi       ,Andhra Pradesh,61.0,763,940.7,9632.51,20.13,11.06
Gram,2012,Rabi       ,Himachal Pradesh,450.0,422,1035.0,67860.0,139.5,0.95
Sunflower,2007,Rabi       ,Bihar,22052.0,30646,1600.2,2941736.8,3528.32,1.43037037
Soyabean,2004,Kharif     ,Uttar Pradesh,9306.0,3843,704.0,1008212.04,1954.26,0.462962963
Rice,2016,Kharif     ,Sikkim,10481.0,19453,2971.6,1606213.25,3668.35,1.8075
Peas & beans (Pulses),2002,Rabi       ,Uttarakhand,3550.0,2636,1610.3,336078.5,887.5,0.627692308
Onion,2002,Whole Year ,Haryana,1609.0,36000,353.9,152324.03,402.25,19.29692308
Turmeric,2001,Whole Year ,Himachal Pradesh,127.0,74,918.1,12970.51,33.02,0.59625
Urad,2007,Summer     ,Uttarakhand,298.0,134,1924.3,39753.2,47.68,0.63
Potato,2015,Summer     ,West Bengal,2445.0,29462,1717.0,386089.95,806.85,12.05
Safflower,2003,Rabi       ,Chhattisgarh,880.0,214,1643.7,87102.4,211.2,0.193333333
Cotton(lint),2002,Kharif     ,Gujarat,1634800.0,1684500,458.4,154766516.0,408700.0,1.349411765
Groundnut,2012,Kharif     ,Karnataka,404646.0,227389,956.2,61020616.8,125440.26,0.604642857
Arhar/Tur,2018,Kharif     ,Telangana,295753.0,191176,1350.3,47971136.6,103513.55,0.7115625
Other Kharif pulses,2018,Kharif     ,Gujarat,5377.0,3067,1125.4,872149.4,1881.95,0.582727273
Sugarcane,2001,Whole Year ,Tripura,1020.0,52700,2284.4,104172.6,265.2,51.9975
Maize,2016,Kharif     ,Nagaland,63660.0,126040,1959.8,9755895.0,22281.0,1.98
Potato,2011,Rabi       ,Nagaland,6510.0,58780,1544.354545,1090555.2,2148.3,9.018181818
Horse-gram,2001,Rabi       ,West Bengal,3681.0,3167,1556.6,375940.53,957.06,0.651111111
Groundnut,2000,Kharif     ,Nagaland,3500.0,4000,1631.8,343595.0,910.0,1.18125
Wheat,2001,Rabi       ,West Bengal,434004.0,961533,1556.6,44324828.52,112841.04,2.109444444
Linseed,2016,Rabi       ,Jammu and Kashmir,122.0,46,902.8,18696.5,42.7,0.523333333
Masoor,2008,Rabi       ,Chhattisgarh,15349.0,4997,1117.9,2195520.96,1381.41,0.32
Other Kharif pulses,2014,Kharif     ,Mizoram,1000.0,1800,2029.9,150960.0,330.0,1.40125
Ragi,2013,Summer     ,Karnataka,7312.0,14363,1235.6,1056510.88,1974.24,1.977857143
Wheat,2008,Rabi       ,Uttar Pradesh,9513039.0,28554178,891.6,1360745099.0,856173.51,2.959857143
Moong(Green Gram),2010,Kharif     ,Maharashtra,553700.0,372400,1389.0,91975107.0,132888.0,0.68125
Jowar,2018,Kharif     ,Puducherry,4.0,10,1693.9,648.8,1.4,2.5
Bajra,2018,Summer     ,Puducherry,3.0,8,1693.9,486.6,1.05,2.67
Castor seed,2018,Kharif     ,Nagaland,360.0,240,1372.7,58392.0,126.0,0.605555556
Small millets,2016,Kharif     ,Sikkim,2610.0,2692,2971.6,399982.5,913.5,1.03
Urad,2004,Kharif     ,Andhra Pradesh,76464.0,35130,781.8,8284109.76,16057.44,0.473636364
Barley,2004,Rabi       ,Jharkhand,2962.57,1801,1149.2,320964.8338,622.1397,0.61
Bajra,2018,Kharif     ,Gujarat,163540.0,228467,1125.4,26526188.0,57239.0,1.4812
Tapioca,2002,Whole Year ,Assam,2835.0,13501,1973.6,268389.45,708.75,4.415
Maize,2018,Summer     ,Uttarakhand,118.0,166,1373.0,19139.6,41.3,1.656
Wheat,2016,Summer     ,Odisha,57.0,80,1460.5,8735.25,19.95,0.95
Bajra,2014,Whole Year ,Chhattisgarh,1065.0,39983,1274.7,160772.4,351.45,36.92791667
Dry chillies,2015,Whole Year ,Chhattisgarh,6939.0,3039,1136.0,1095737.49,2289.87,0.458888889
Jute,2004,Kharif     ,West Bengal,569157.0,7853203,1612.9,61662469.38,119522.97,14.43941176
Peas & beans (Pulses),2006,Rabi       ,Madhya Pradesh,189486.0,83842,1072.3,24199257.06,41686.92,0.455
Moong(Green Gram),2019,Autumn     ,Odisha,10656.0,3144,1593.9,1830274.56,3942.72,0.370909091
Banana,2016,Whole Year ,Tamil Nadu,90993.0,3028869,912.4,13944677.25,31847.55,33.24096774
Rapeseed &Mustard,2018,Rabi       ,Maharashtra,5738.0,1979,1387.4,930703.6,2008.3,0.383636364
Tobacco,1997,Rabi       ,Mizoram,377.0,415,2644.2,35879.09,116.87,1.225
Ragi,2006,Kharif     ,Maharashtra,136000.0,123000,1439.4,17368560.0,29920.0,0.89
Maize,1999,Kharif     ,Bihar,385865.0,595085,1402.7,40951852.45,104183.55,1.615272727
Rice,2016,Kharif     ,Tamil Nadu,1442841.0,3554113,912.4,221115383.3,504994.35,3.068387097
Groundnut,2013,Rabi       ,Tamil Nadu,120796.0,438289,740.9,17453814.04,32614.92,3.385666667
Other Kharif pulses,1999,Kharif     ,Karnataka,146895.0,43923,1203.8,15589966.35,39661.65,0.288076923
Maize,2003,Rabi       ,Maharashtra,57900.0,81100,1037.4,5730942.0,13896.0,1.689130435
Other  Rabi pulses,2003,Rabi       ,Bihar,3298.0,2450,1353.9,326436.04,791.52,0.757083333
Urad,2004,Kharif     ,Chhattisgarh,113848.0,31462,1122.8,12334292.32,23908.08,0.29125
Arhar/Tur,2009,Whole Year ,Tamil Nadu,26558.0,20274,928.5,4138267.56,4514.86,0.709615385
Black pepper,1998,Whole Year ,Tamil Nadu,2633.0,520,1077.1,260140.4,763.57,0.212222222
Bajra,2002,Kharif     ,Jammu and Kashmir,13400.0,7980,933.2,1268578.0,3350.0,0.605
Maize,2016,Rabi       ,Manipur,7060.0,17000,2039.8,1081945.0,2471.0,2.412222222
Rice,2010,Kharif     ,Arunachal Pradesh,121570.0,155993,2574.1,20193992.7,29176.8,1.219375
Peas & beans (Pulses),2004,Kharif     ,Manipur,5430.0,2770,1613.3,588286.2,1140.3,0.508888889
Arecanut,2008,Whole Year ,Karnataka,184515.0,1174591,1164.1,26393025.6,16606.35,6.214285714
Masoor,2014,Rabi       ,Jharkhand,6532.0,4850,1156.6,986070.72,2155.56,0.711176471
Moong(Green Gram),1998,Kharif     ,Tamil Nadu,183249.0,91770,1077.1,18105001.2,53142.21,0.488148148
Sweet potato,2007,Whole Year ,Assam,6918.0,24301,2154.1,922861.2,1106.88,3.395925926
Barley,2014,Rabi       ,Sikkim,485.0,499,2627.0,73215.6,160.05,0.985
Maize,2002,Kharif     ,Sikkim,36720.0,53210,2496.2,3476282.4,9180.0,1.415
Potato,2012,Winter     ,Jharkhand,23093.0,156202,1102.0,3482424.4,7158.83,6.298695652
Peas & beans (Pulses),2016,Rabi       ,Manipur,18320.0,17031,2039.8,2807540.0,6412.0,0.925555556
Soyabean,2006,Kharif     ,Karnataka,131139.0,97209,1146.3,16747761.69,28850.58,0.763333333
Dry chillies,2004,Whole Year ,Arunachal Pradesh,2012.0,2640,2939.5,217980.08,422.52,1.81125
Maize,2015,Kharif     ,Chhattisgarh,126356.0,237676,1136.0,19952875.96,41697.48,1.733333333
Urad,2017,Rabi       ,Andhra Pradesh,357442.0,333413,868.2,56275668.48,135827.96,0.911538462
Linseed,2012,Kharif     ,Andhra Pradesh,422.0,203,968.7,63637.6,130.82,0.455
Other  Rabi pulses,2005,Rabi       ,Bihar,2978.0,2257,907.8,357121.76,625.38,0.847619048
Sesamum,2013,Kharif     ,Himachal Pradesh,1802.0,589,1216.9,260370.98,486.54,0.327777778
Cotton(lint),1999,Kharif     ,West Bengal,750.0,2040,2318.1,79597.5,202.5,2.72
Moong(Green Gram),1997,Summer     ,Uttar Pradesh,86459.0,36738,473.9,8228303.03,26802.29,0.476029412
Peas & beans (Pulses),2003,Kharif     ,Manipur,3980.0,2030,687.7,393940.4,955.2,0.52
Small millets,2017,Rabi       ,West Bengal,1267.0,1024,1830.0,199476.48,481.46,1.105
Groundnut,2012,Kharif     ,Punjab,1600.0,2900,338.9,241280.0,496.0,1.81
Barley,2012,Kharif     ,Delhi,65.0,183,451.9,9802.0,20.15,2.82
other oilseeds,2013,Rabi       ,Haryana,2.0,2,452.2,288.98,0.54,1.0
Masoor,2014,Kharif     ,Jammu and Kashmir,16.0,8,1278.4,2415.36,5.28,0.51
Peas & beans (Pulses),2004,Rabi       ,Bihar,22824.0,20085,1147.8,2472752.16,4793.04,0.891388889
Rice,2019,Kharif     ,Karnataka,964087.0,3088937,1422.3,165591583.1,356712.19,2.924
Coconut ,2007,Whole Year ,Kerala,818812.0,5641000000,3489.6,109229520.8,131009.92,6390.165714
Mesta,1999,Kharif     ,Bihar,26199.0,177851,1402.7,2780499.87,7073.73,6.502083333
Maize,2004,Kharif     ,Maharashtra,353200.0,606900,1052.0,38265688.0,74172.0,1.387777778
Banana,2012,Whole Year ,Madhya Pradesh,18019.0,638870,1049.5,2717265.2,5585.89,13.7473913
Sugarcane,2015,Kharif     ,Puducherry,1821.0,213968,1980.6,287554.11,600.93,117.5
Cashewnut,2001,Whole Year ,Kerala,89718.0,65867,2946.7,9162899.34,23326.68,0.525
Arhar/Tur,2019,Kharif     ,Gujarat,212698.0,210689,1067.8,36533008.48,78698.26,1.1225
Masoor,2015,Rabi       ,Madhya Pradesh,547000.0,613525,1000.7,86376770.0,180510.0,1.079230769
Small millets,2011,Kharif     ,Nagaland,8510.0,8040,1544.354545,1425595.2,2808.3,0.888888889
Maize,2009,Rabi       ,Uttar Pradesh,4636.0,14162,585.8,722381.52,788.12,3.032083333
Guar seed,2012,Whole Year ,Gujarat,207100.0,128500,460.6,31230680.0,64201.0,2.929411765
Gram,2010,Rabi       ,West Bengal,22144.0,23675,1096.0,3678339.84,5314.56,1.028461538
Horse-gram,2000,Rabi       ,West Bengal,4311.0,2164,1907.7,423210.87,1120.86,0.49
Niger seed,2015,Kharif     ,Maharashtra,12370.0,1867,875.7,1953346.7,4082.1,0.167727273
Jowar,2003,Rabi       ,Madhya Pradesh,3431.0,4182,1163.0,339600.38,823.44,1.528666667
Soyabean,2000,Kharif     ,Chhattisgarh,12662.0,6926,896.4,1243028.54,3292.12,0.580666667
Small millets,2010,Kharif     ,Madhya Pradesh,262854.0,88106,856.3,43662677.94,63084.96,0.356666667
Potato,2017,Kharif     ,Jammu and Kashmir,1897.0,20476,1279.1,298663.68,720.86,11.97529412
Small millets,2016,Kharif     ,Arunachal Pradesh,26500.0,27030,2933.7,4061125.0,9275.0,0.992
Barley,2004,Rabi       ,West Bengal,2421.0,4047,1612.9,262291.14,508.41,1.574285714
Potato,2016,Rabi       ,Jammu and Kashmir,1387.0,17243,902.8,212557.75,485.45,11.46928571
Other  Rabi pulses,2010,Rabi       ,Mizoram,1311.0,2670,2738.7,217770.21,314.64,1.5825
Moong(Green Gram),2018,Kharif     ,Madhya Pradesh,95295.0,38283,1102.2,15456849.0,33353.25,0.43627451
Dry chillies,2014,Rabi       ,Andhra Pradesh,25643.0,125104,687.6,3871067.28,8462.19,3.715384615
Urad,2001,Kharif     ,Jammu and Kashmir,12936.0,5368,953.8,1321153.68,3363.36,0.492
Peas & beans (Pulses),2017,Rabi       ,Himachal Pradesh,2353.0,4853,1182.2,370456.32,894.14,2.057272727
Jowar,2002,Kharif     ,Karnataka,320455.0,363172,860.8,30337474.85,80113.75,0.97952381
Linseed,1999,Rabi       ,Punjab,300.0,300,364.4,31839.0,81.0,1.0
Ginger,2015,Kharif     ,Nagaland,3720.0,33930,1308.3,587425.2,1227.6,9.120909091
Rapeseed &Mustard,2018,Rabi       ,Chhattisgarh,38828.0,18958,1515.5,6297901.6,13589.8,0.468888889
Ginger,2016,Whole Year ,Assam,17632.0,156662,2296.8,2702104.0,6171.2,8.37
Linseed,2006,Rabi       ,Himachal Pradesh,1472.0,359,1207.0,187989.12,323.84,0.223333333
Coconut ,2014,Whole Year ,Chhattisgarh,59.0,0,1274.7,8906.64,19.47,0.0
Safflower,2007,Rabi       ,Madhya Pradesh,433.0,93,740.4,57762.2,69.28,0.341111111
other oilseeds,2013,Rabi       ,Uttarakhand,494.0,232,1735.4,71378.06,133.38,0.474
Bajra,2018,Rabi       ,Jammu and Kashmir,4566.0,1814,1016.3,740605.2,1598.1,0.355
Sesamum,2015,Kharif     ,Chhattisgarh,19455.0,7662,1136.0,3072139.05,6420.15,0.388518519
Ginger,2009,Kharif     ,Himachal Pradesh,2488.0,11618,969.9,387680.16,422.96,3.883
Barley,1997,Rabi       ,Haryana,42000.0,116000,661.2,3997140.0,13020.0,2.596666667
Linseed,2015,Rabi       ,Himachal Pradesh,803.0,235,1223.2,126801.73,264.99,0.29
Castor seed,2000,Rabi       ,Odisha,8650.0,3940,1066.0,849170.5,2249.0,0.506923077
Turmeric,2004,Whole Year ,Odisha,23860.0,56768,1290.4,2584992.4,5010.6,2.249333333
Maize,2017,Kharif     ,Mizoram,5474.0,8786,3865.8,861826.56,2080.12,1.67375
Mesta,2013,Kharif     ,Andhra Pradesh,9112.0,83557,1062.3,1316592.88,2460.24,9.203333333
Gram,2006,Rabi       ,Himachal Pradesh,1328.0,1018,1207.0,169598.88,292.16,0.761111111
Rice,2007,Kharif     ,Puducherry,4379.0,12878,1434.5875,584158.6,700.64,2.986666667
Safflower,2019,Rabi       ,Telangana,1584.0,1750,1031.7,272067.84,586.08,1.106363636
Maize,2012,Autumn     ,West Bengal,40588.0,96769,1566.0,6120670.4,12582.28,2.358
Urad,2005,Autumn     ,Odisha,27147.0,5411,1503.4,3255468.24,5700.87,0.202380952
Moong(Green Gram),2005,Kharif     ,Maharashtra,533800.0,189100,1387.2,64013296.0,112098.0,0.45969697
Small millets,2006,Kharif     ,Uttarakhand,71050.0,84239,1178.9,9073795.5,15631.0,1.161818182
Sannhamp,2012,Kharif     ,Uttar Pradesh,2528.0,933,746.3,381222.4,783.68,0.351333333
Rice,2007,Autumn     ,Jharkhand,183323.17,163692,1444.7,24455310.88,29331.7072,0.899047619
Sesamum,2003,Kharif     ,Chhattisgarh,25084.0,7099,1643.7,2482814.32,6020.16,0.288125
Niger seed,2001,Kharif     ,Nagaland,100000.0,86000,1532.0,10213000.0,26000.0,0.976
Tobacco,2012,Whole Year ,West Bengal,12442.0,22051,1566.0,1876253.6,3857.02,1.1925
Urad,2007,Rabi       ,Puducherry,196.0,127,1434.5875,26146.4,31.36,0.61
Mesta,2012,Kharif     ,Tripura,641.0,5077,1882.2,96662.8,198.71,7.9475
Sweet potato,1997,Whole Year ,Bihar,14114.0,186123,1303.7,1343229.38,4375.34,13.03461538
Masoor,2004,Rabi       ,Uttarakhand,11803.0,7001,1219.6,1278737.02,2478.63,0.604615385
